frame,id,x1,y1,x2,y2,confidence,class_id
705,6,667.4647216796875,616.84423828125,831.11083984375,719.3651733398438,1.0,29
-1,6,667.4647216796875,616.84423828125,831.11083984375,719.3651733398438,1.0,29
-1,6,667.4647216796875,616.84423828125,831.11083984375,719.3651733398438,1.0,29
708,6,663.2186279296875,614.0057983398438,824.4268798828125,716.2053833007812,1.0,29
709,6,663.668701171875,610.155517578125,828.0164794921875,715.831787109375,1.0,29
710,6,671.7933349609375,608.5193481445312,835.2425537109375,715.5159301757812,1.0,29
711,6,669.9407958984375,607.146728515625,831.1649780273438,717.0115356445312,1.0,29
712,6,663.0573120117188,607.087890625,826.6604614257812,714.2474365234375,1.0,29
-1,6,663.0573120117188,607.087890625,826.6604614257812,714.2474365234375,1.0,29
-1,6,663.0573120117188,607.087890625,826.6604614257812,714.2474365234375,1.0,29
715,6,658.5844116210938,602.4818115234375,826.2110595703125,715.597412109375,1.0,29
716,6,654.519287109375,607.3975830078125,828.3682861328125,714.2426147460938,1.0,29
717,6,655.8429565429688,599.8474731445312,825.25341796875,710.6273803710938,1.0,29
718,6,656.611328125,602.8649291992188,828.8914184570312,706.7194213867188,1.0,29
719,6,650.4456176757812,595.9234008789062,826.0523681640625,709.4773559570312,1.0,29
-1,6,650.4456176757812,595.9234008789062,826.0523681640625,709.4773559570312,1.0,29
721,6,649.834716796875,596.3086547851562,824.473388671875,704.4397583007812,1.0,29
-1,6,649.834716796875,596.3086547851562,824.473388671875,704.4397583007812,1.0,29
-1,6,649.834716796875,596.3086547851562,824.473388671875,704.4397583007812,1.0,29
-1,6,649.834716796875,596.3086547851562,824.473388671875,704.4397583007812,1.0,29
-1,6,649.834716796875,596.3086547851562,824.473388671875,704.4397583007812,1.0,29
-1,6,649.834716796875,596.3086547851562,824.473388671875,704.4397583007812,1.0,29
-1,6,649.834716796875,596.3086547851562,824.473388671875,704.4397583007812,1.0,29
728,6,643.700927734375,592.9617309570312,811.2984008789062,701.8155517578125,1.0,29
